Aspect_Ratio,BNC,Brightness,Built-in_Speakers,Component,Contrast_Ratio,Curved,Curved_Screen,DVI,DVI-D_Dual-Link,DVI-I_Dual-Link,Display_Colors,DisplayPort,HDMI,IPS,Kind,LED,Link,Manufacturer,Mini-Display_Port,Model,Name,Part_#,Prices,Pricing,Recommended_Resolution,Refresh_Rate,Response_Time,S-Video,Screen_Size,Supports_Freesync,Supports_G-Sync,VGA,Viewing_Angle,Widescreen,screen_size,response,avg,refresh,screen_res,screen_area,screen_dims,screen_x,screen_y,price_per_sq_in
16:9,,250.0,No,,"ASCR 50,000,000:1",,,1,,,16700000,,1,Yes,Monitor,Yes,/product/6NtCmG/asus-monitor-vs239hp,Asus,,,"Asus VS239H-P 23.0"" 1920x1080 Monitor",VS239H-P,"[125.99, 125.99, 139.0, 125.99, 146.92, 139.99, 136.99, 209.81]","{u'jet': 146.92, u'bestbuy': 125.99, u'superbiiz': 139.0, u'bhphotovideo': 125.99, u'outletpc': 209.81, u'amazon': 125.99, u'newegg': 139.99, u'pcmall': 136.99}",1920 x 1080,,5 ms,,23,,,1,178° H x 178° V,Yes,23.0,5.0,143.835,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.636321085381
16:9,,300.0,No,,Mega Infinite DCR (1000:1),,,,,,16700000,,1,No,Monitor,Yes,/product/Fch9TW/samsung-monitor-s27c500h,Samsung,,,"Samsung S27C500H 27.0"" 1920x1080 Monitor",S27C500H,[379.97],{u'amazon': 379.97},1920 x 1080,,5 ms,,27,,,1,178° H x 178° V,Yes,27.0,5.0,379.97,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.21980157369
16:9,,250.0,Yes,,"DC 50,000,000:1 (1000:1)",,,,,,,,1,No,Monitor,Yes,/product/zkkD4D/viewsonic-monitor-vx2263smhlw,ViewSonic,,,"ViewSonic VX2263SMHL-W 21.5"" 1920x1080 60Hz Monitor",VX2263SMHL-W,[],{},1920 x 1080,60Hz,5 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,5.0,0.0,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
5:4,,250.0,Yes,,"DFC 80,000,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/8MJwrH/hannspree-monitor-hx194dpb,Hannspree,,,"Hannspree HX194DPB 19.0"" 1280x1024 60Hz Monitor",HX194DPB,[],{},1280 x 1024,60Hz,5 ms,,19,,,1,170° H x 160° V,No,19.0,5.0,0.0,60.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:9,,250.0,Yes,,"100,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/8Zg323/acer-monitor-umib6aa001,Acer,,B206HQL ymdh,"Acer B206HQL ymdh 19.5"" 1600x900 60Hz Monitor",UM.IB6AA.001<br/>(or) UM.IB6AA.A01,"[109.99, 115.99, 118.59, 119.0, 117.99]","{u'bestbuy': 119.0, u'pcmall': 117.99, u'jet': 118.59, u'superbiiz': 115.99, u'bhphotovideo': 109.99}",1600 x 900,60Hz,5 ms,,19.5,,,1,170° H x 160° V,Yes,19.5,5.0,116.312,60.0,"(16.0, 9.0)",162.480712166,"[16.9957229739, 9.56009417283]",16.9957229739,9.56009417283,0.715851121338
16:9,,250.0,Yes,,0,,,,,,,,2,Yes,Monitor,Yes,/product/MGqbt6/philips-monitor-245c5qhab,Philips,,,"Philips 245C5QHAB 23.8"" 1920x1080 60Hz Monitor",245C5QHAB,[159.42],{u'bhphotovideo': 159.42},1920 x 1080,60Hz,5 ms,,23.8,,,1,178° H x 178° V,Yes,23.8,5.0,159.42,60.0,"(16.0, 9.0)",242.039643917,"[20.7434977836, 11.6682175033]",20.7434977836,11.6682175033,0.658652431561
5:4,,250.0,Yes,,1000:1,,,,,,16700000,,,No,Monitor,Yes,/product/zhn2FT/nec-monitor-e171mbk,NEC,,,"NEC E171M-BK 17.0"" 1280x1024 60Hz Monitor",E171M-BK,"[149.99, 157.49, 160.93, 160.99]","{u'newegg': 160.99, u'jet': 160.93, u'superbiiz': 149.99, u'bhphotovideo': 157.49}",1280 x 1024,60Hz,5 ms,,17,,,1,,No,17.0,5.0,157.35,60.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,1.11615051903
16:9,,200.0,No,,1000:1,,,1,,,,,,No,Monitor,Yes,/product/nKCwrH/lg-monitor-22m34db,LG,,,"LG 22M34D-B 22.0"" 1920x1080 60Hz Monitor",22M34D-B,[117.99],{u'superbiiz': 117.99},1920 x 1080,60Hz,5 ms,,22,,,1,90° H x 65° V,Yes,22.0,5.0,117.99,60.0,"(16.0, 9.0)",206.81305638,"[19.1746618167, 10.7857472719]",19.1746618167,10.7857472719,0.570515237603
16:9,,250.0,No,,"20,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/wR2kcf/aoc-monitor-e2360sd,AOC,,,"AOC E2360SD 23.0"" 1920x1080 60Hz Monitor",E2360SD,[159.99],{u'bhphotovideo': 159.99},1920 x 1080,60Hz,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,159.99,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.707790248897
16:9,,250.0,Yes,,,,,1,,,,,1,No,Monitor,Yes,/product/6nH48d/philips-monitor-247e6bdad,Philips,,,"Philips 247E6BDAD 23.6"" 1920x1080 60Hz Monitor",247E6BDAD,"[145.57, 137.99, 139.99]","{u'newegg': 137.99, u'pcmall': 139.99, u'jet': 145.57}",1920 x 1080,60Hz,2 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,2.0,141.183333333,60.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.593235093351
16:9,,250.0,No,,"DCR Mega Infinity, 1000:1 (Typ.)",,,1,,,16700000,,,No,Monitor,Yes,/product/BgJkcf/samsung-monitor-s22e450b,Samsung,,,"Samsung S22E450B 21.5"" 1920x1080 60Hz Monitor",S22E450B,"[144.13, 152.99, 139.99, 149.99]","{u'amazon': 139.99, u'newegg': 152.99, u'pcmall': 149.99, u'jet': 144.13}",1920 x 1080,60Hz,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,146.775,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.743091986659
16:9,,350.0,No,,,,,,,,16700000,1,,No,Monitor,Yes,/product/zj8Zxr/asus-monitor-90lm00u0b01370,Asus,,ROG SWIFT PG278Q,"Asus ROG SWIFT PG278Q 27.0"" 2560x1440 144Hz Monitor",90LM00U0-B01370<br/>(or) PG278Q,"[636.99, 699.0, 699.99]","{u'newegg': 699.99, u'superbiiz': 636.99, u'bhphotovideo': 699.0}",2560 x 1440,144Hz,1 ms,,27,,Yes,,170° H x 160° V,Yes,27.0,1.0,678.66,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,2.17867341107
16:9,,250.0,Yes,,"DCR 80,000,000:1 (1000:1)",,,1,,,16700000,,1,Yes,Monitor,Yes,/product/Nk648d/asus-monitor-vc239h,Asus,,,"Asus VC239H 23.0"" 1920x1080 60Hz Monitor",VC239H,"[139.88, 139.99, 203.89]","{u'outletpc': 139.88, u'neweggmkt': 203.89, u'newegg': 139.99}",1920 x 1080,60Hz,5 ms,,23,,,1,178° H x 178° V,Yes,23.0,5.0,161.253333333,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.713379192046
16:9,,250.0,No,,DFC 30000:1,,,1,,,16700000,,,No,Monitor,No,/product/2nDwrH/lg-monitor-w2246tbf,LG,,W2246T-PF,"LG W2246T-PF 21.5"" 1920x1080 Monitor",W2246T-BF,[139.98],{u'ncixus': 139.98},1920 x 1080,,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,139.98,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.708690283036
21:9,,300.0,Yes,,,Yes,Yes,,,,,1,2,Yes,Monitor,Yes,/product/2Dqbt6/lg-monitor-34uc98,LG,,,"LG 34UC98 34.0"" 3440x1440 60Hz Monitor",34UC98,"[1066.89, 1199.99]","{u'amazon': 1066.89, u'newegg': 1199.99}",3440 x 1440,60Hz,5 ms,,34,,,,178° H x 178° V,Yes,34.0,5.0,1133.44,60.0,"(21.0, 9.0)",418.551724138,"[31.2509310206, 13.3932561517]",31.2509310206,13.3932561517,2.70800461361
16:9,,250.0,Yes,,"80,000,000:1",,,,,,16700000,,2,No,Monitor,Yes,/product/CWFPxr/asus-monitor-vx238h,Asus,,,"Asus VX238H 23.0"" 1920x1080 Monitor",VX238H,"[139.99, 151.99, 139.0]","{u'amazon': 139.0, u'newegg': 139.99, u'superbiiz': 151.99}",1920 x 1080,,1 ms,,23,,,1,170° H x 160° V,Yes,23.0,1.0,143.66,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.635546891409
16:9,,250.0,No,,ASCR 50000000:1,,,1,,,16700000,,1,Yes,Monitor,Yes,/product/xMkD4D/asus-monitor-vs229hp,Asus,,,"Asus VS229H-P 21.5"" 1920x1080 Monitor",VS229H-P,"[108.62, 114.99, 119.0, 119.99, 119.99, 119.99]","{u'jet': 108.62, u'bestbuy': 119.99, u'superbiiz': 114.99, u'bhphotovideo': 119.0, u'newegg': 119.99, u'pcmall': 119.99}",1920 x 1080,,5 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,5.0,117.096666667,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.592836618392
16:9,,250.0,Yes,,,,,1,,,,,,No,Monitor,Yes,/product/rMVBD3/asus-vp228te-215-75hz-monitor-vp228te,Asus,,,"Asus VP228TE 21.5"" 1920x1080 75Hz Monitor",VP228TE,[],{},1920 x 1080,75Hz,1 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,1.0,0.0,75.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
21:9,,250.0,No,,,,,,,,,,2,Yes,Monitor,Yes,/product/MRvZxr/lg-monitor-29um58p,LG,,,"LG 29UM58-P 29.0"" 2560x1080 75Hz Monitor",29UM58-P,[349.99],{u'ncixus': 349.99},2560 x 1080,75Hz,5 ms,,29,,,,178° H x 178° V,Yes,29.0,5.0,349.99,75.0,"(21.0, 9.0)",304.5,"[26.6552058705, 11.4236596588]",26.6552058705,11.4236596588,1.14939244663
16:9,,350.0,Yes,,"DCR 20,000,000:1 (1000:1)",,,1,,,1070000000,1,1,Yes,Monitor,Yes,/product/YZn2FT/benq-monitor-gw2765ht,BenQ,,,"BenQ GW2765HT 27.0"" 2560x1440 60Hz Monitor",GW2765HT,"[308.99, 315.99, 329.99, 311.49, 344.99, 329.0, 370.73]","{u'jet': 370.73, u'ncixus': 344.99, u'bestbuy': 315.99, u'bhphotovideo': 308.99, u'amazon': 311.49, u'newegg': 329.99, u'pcmall': 329.0}",2560 x 1440,60Hz,4 ms,,27,,,1,178° H x 178° V,Yes,27.0,4.0,330.168571429,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.05992615999
16:9,,350.0,Yes,,"100,000,000:1",,,1,,,16700000,1,1,Yes,Monitor,Yes,/product/KBbkcf/asus-monitor-pb258q,Asus,,,"Asus PB258Q 25.0"" 2560x1440 60Hz Monitor",PB258Q,"[309.99, 315.24, 329.99, 349.99]","{u'amazon': 309.99, u'newegg': 329.99, u'pcmall': 349.99, u'bhphotovideo': 315.24}",2560 x 1440,60Hz,5 ms,,25,,,1,178° H x 178° V,Yes,25.0,5.0,326.3025,60.0,"(16.0, 9.0)",267.06231454,"[21.7893884281, 12.2565309908]",21.7893884281,12.2565309908,1.22182158333
16:9,,250.0,Yes,,"80,000,000:1 (ASCR)",,,,,,16700000,,2,No,Monitor,Yes,/product/WBw323/asus-monitor-vx228h,Asus,,,"Asus VX228H 21.5"" 1920x1080 60Hz Monitor",VX228H,"[144.99, 199.95]","{u'neweggmkt': 199.95, u'superbiiz': 144.99}",1920 x 1080,60Hz,1 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,1.0,172.47,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.873180548044
16:9,,300.0,Yes,,"ACM 100,000,000:1 (1000:1)",,,1,,,1070000000,1,1,No,Monitor,Yes,/product/gqkwrH/acer-monitor-umpb0aa002,Acer,,CB280HK bmjdppr,"Acer CB280HK bmjdppr 28.0"" 3840x2160 60Hz Monitor",UM.PB0AA.002,[299.99],{u'neweggmkt': 299.99},3840 x 2160,60Hz,1 ms,,28,,,,170° H x 160° V,Yes,28.0,1.0,299.99,60.0,"(16.0, 9.0)",335.002967359,"[24.4041150395, 13.7273147097]",24.4041150395,13.7273147097,0.8954846053
21:9,,300.0,Yes,,,Yes,Yes,,,,,1,1,Yes,Monitor,Yes,/product/WDcMnQ/acer-monitor-umcx1aa002,Acer,,Predator X34,"Acer Predator X34 34.0"" 3440x1440 100Hz Monitor",UM.CX1AA.002<br/>(or) X34<br/>(or) X34 bmiphz<br/>(or) UM.CX1EE.006<br/>(or) UM.CX1SA.002-D10,"[1179.99, 1249.99, 1249.99, 1299.99]","{u'ncixus': 1179.99, u'amazon': 1249.99, u'newegg': 1299.99, u'bestbuy': 1249.99}",3440 x 1440,100Hz,4 ms,,34,,Yes,,172° H x 178° V,Yes,34.0,4.0,1244.99,100.0,"(21.0, 9.0)",418.551724138,"[31.2509310206, 13.3932561517]",31.2509310206,13.3932561517,2.97451886637
16:9,,300.0,No,,"20,000,000:1 (dynamic)",,,,,,16700000,,2,No,Monitor,Yes,/product/2MLypg/aoc-monitor-e2752she,AOC,,,"AOC e2752She 27.0"" 1920x1080 60Hz Monitor",e2752She,"[139.99, 153.89, 142.1, 139.99]","{u'outletpc': 153.89, u'amazon': 139.99, u'newegg': 139.99, u'bhphotovideo': 142.1}",1920 x 1080,60Hz,2 ms,,27,,,1,170° H x 160° V,Yes,27.0,2.0,143.9925,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.462253014975
21:9,,300.0,Yes,,,Yes,Yes,,,,,1,1,No,Monitor,Yes,/product/HW4NnQ/acer-monitor-z35bmiphz,Acer,,,"Acer Z35 bmiphz 35.0"" 2560x1080 144Hz Monitor",Z35 bmiphz<br/>(or) UM.CZ0AA.001<br/>(or) UM.CZ0EE.001<br/>(or) Predator Z35,"[999.99, 996.04, 1029.99, 1099.99]","{u'amazon': 996.04, u'superbiiz': 1099.99, u'jet': 1029.99, u'bhphotovideo': 999.99}",2560 x 1080,144Hz,4 ms,,35,,Yes,,178° H x 178° V,Yes,35.0,4.0,1031.5025,144.0,"(21.0, 9.0)",443.534482759,"[32.1700760506, 13.7871754503]",32.1700760506,13.7871754503,2.32564217687
16:9,,350.0,No,,,,,,,,,1,,No,Monitor,Yes,/product/R998TW/aoc-monitor-g2460pg,AOC,,,"AOC G2460PG 24.0"" 1920x1080 144Hz Monitor",G2460PG,"[389.99, 389.99, 421.98, 428.5, 435.66, 427.99]","{u'directron': 421.98, u'jet': 435.66, u'bhphotovideo': 389.99, u'amazon': 428.5, u'newegg': 389.99, u'pcmall': 427.99}",1920 x 1080,144Hz,1 ms,,24,,Yes,,,Yes,24.0,1.0,415.685,144.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,1.68892077787
21:9,,300.0,Yes,,,Yes,Yes,,,,,1,1,Yes,Monitor,Yes,/product/yhM323/dell-monitor-u3415w,Dell,1,,"Dell U3415W 34.0"" 3440x1440 60Hz Monitor",U3415W,"[701.31, 748.0, 819.99, 829.99, 899.99, 899.99]","{u'directron': 899.99, u'bestbuy': 899.99, u'bhphotovideo': 748.0, u'amazon': 701.31, u'newegg': 819.99, u'pcmall': 829.99}",3440 x 1440,60Hz,5 ms,,34,,,,172° H x 178° V,Yes,34.0,5.0,816.545,60.0,"(21.0, 9.0)",418.551724138,"[31.2509310206, 13.3932561517]",31.2509310206,13.3932561517,1.95088194101
16:9,,250.0,No,,"ASCR 50,000,000:1",,,,,,16700000,,1,No,Monitor,Yes,/product/yjrG3C/asus-monitor-vs248hp,Asus,,,"Asus VS248H-P 24.0"" 1920x1080 Monitor",VS248H-P,"[137.99, 144.99, 149.0, 149.99, 139.99, 146.99, 160.99]","{u'jet': 144.99, u'bestbuy': 160.99, u'superbiiz': 137.99, u'bhphotovideo': 149.0, u'amazon': 139.99, u'newegg': 149.99, u'pcmall': 146.99}",1920 x 1080,,2 ms,,24,,,1,170° H x 160° V,Yes,24.0,2.0,147.134285714,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.597803991678
16:9,,300.0,Yes,,ACM 80000:1(1000:1),,,1,,,16700000,,1,No,Monitor,No,/product/9Wh9TW/acer-monitor-ethb3hp002,Acer,,B273Hbmidhz,"Acer B273Hbmidhz 27.0"" 1920x1080 Monitor",ET.HB3HP.002,[107.99],{u'pcmall': 107.99},1920 x 1080,,5 ms,,27,,,1,160° H x 160° V,Yes,27.0,5.0,107.99,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.346675716354
16:9,,300.0,No,,DCR Mega Infinity (1000:1),,,,,,16700000,,1,No,Monitor,Yes,/product/XLPzK8/samsung-monitor-s27e310h,Samsung,,,"Samsung S27E310H 27.0"" 1920x1080 60Hz Monitor",S27E310H,"[188.88, 189.99, 189.99, 189.99, 219.99]","{u'outletpc': 188.88, u'amazon': 189.99, u'newegg': 189.99, u'bestbuy': 219.99, u'bhphotovideo': 189.99}",1920 x 1080,60Hz,1 ms,,27,,,1,170° H x 160° V,Yes,27.0,1.0,195.768,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.628465706447
21:9,,300.0,No,,,Yes,Yes,,,,,1,2,Yes,Monitor,Yes,/product/jHGj4D/lg-29uc88-b-290-monitor-29uc88-b,LG,,,"LG 29UC88-B 29.0"" 2560x1080 75Hz Monitor",29UC88-B,[349.99],{u'neweggmkt': 349.99},2560 x 1080,75Hz,5 ms,,29,Yes,,,178° H x 178° V,Yes,29.0,5.0,349.99,75.0,"(21.0, 9.0)",304.5,"[26.6552058705, 11.4236596588]",26.6552058705,11.4236596588,1.14939244663
16:9,,350.0,Yes,,"ACM 100,000,000:1 (1000:1)",,,2,,,16700000,1,1,No,Monitor,Yes,/product/t4Crxr/acer-monitor-umhg0aa001,Acer,,XG270HU,"Acer XG270HU 27.0"" 2560x1440 144Hz Monitor",UM.HG0AA.001,"[469.0, 488.98, 499.98, 499.99, 499.0]","{u'ncixus': 499.98, u'newegg': 499.99, u'directron': 488.98, u'pcmall': 499.0, u'bhphotovideo': 469.0}",2560 x 1440,144Hz,1 ms,,27,Yes,,,170° H x 160° V,Yes,27.0,1.0,491.39,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.57748847356
16:9,,250.0,No,,"DCR 100,000,000:1 (1,000:1)",,,,,,16700000,,1,Yes,Monitor,Yes,/product/hysKHx/acer-monitor-umwg7aa001,Acer,,G227HQLbi,"Acer G227HQLbi 21.5"" 1920x1080 60Hz Monitor",UM.WG7AA.001,"[108.89, 109.98, 110.06, 119.99]","{u'outletpc': 108.89, u'newegg': 119.99, u'jet': 110.06, u'bhphotovideo': 109.98}",1920 x 1080,60Hz,6 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,6.0,112.23,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.568197674419
16:9,,350.0,Yes,,,,,,,,,1,1,Yes,Monitor,Yes,/product/XvfmP6/asus-monitor-pg279q,Asus,,PG279Q ROG Swift,"Asus PG279Q ROG Swift 27.0"" 2560x1440 165Hz Monitor",PG279Q<br/>(or) 90LM0230-B01370,"[727.99, 734.99, 759.99, 799.0, 799.99, 804.99]","{u'jet': 734.99, u'ncixus': 804.99, u'bestbuy': 727.99, u'bhphotovideo': 799.0, u'amazon': 759.99, u'newegg': 799.99}",2560 x 1440,165Hz,4 ms,,27,,Yes,,178° H x 178° V,Yes,27.0,4.0,771.158333333,165.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,2.47561688703
16:9,,250.0,No,,"ACM 100,000,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/Vp6BD3/acer-monitor-umfg6aaa01,Acer,,G246HLAbd,"Acer G246HLAbd 24.0"" 1920x1080 60Hz Monitor",UM.FG6AA.A01,"[125.98, 124.99, 138.71]","{u'amazon': 138.71, u'newegg': 124.99, u'jet': 125.98}",1920 x 1080,60Hz,5 ms,,24,,,1,,Yes,24.0,5.0,129.893333333,60.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.527754308128
16:9,,350.0,No,,,,,,,,,1,2,Yes,Monitor,Yes,/product/T8dFf7/dell-monitor-u2515h,Dell,1,,"Dell U2515H 25.0"" 2560x1440 60Hz Monitor",U2515H,"[323.0, 409.99, 446.03, 449.99, 499.99]","{u'newegg': 449.99, u'pcmall': 409.99, u'bestbuy': 499.99, u'jet': 446.03, u'bhphotovideo': 323.0}",2560 x 1440,60Hz,6 ms,,25,,,,178° H x 178° V,Yes,25.0,6.0,425.8,60.0,"(16.0, 9.0)",267.06231454,"[21.7893884281, 12.2565309908]",21.7893884281,12.2565309908,1.59438444444
16:9,,250.0,No,,"DCR 8,000,000:1 (1000:1)",,,1,,,16780000,,,Yes,Monitor,Yes,/product/Wp8H99/dell-monitor-s2316m,Dell,,,"Dell S2316M 23.0"" 1920x1080 60Hz Monitor",S2316M,[109.99],{u'bestbuy': 109.99},1920 x 1080,60Hz,6 ms,,23,,,1,178° H x 178° V,Yes,23.0,6.0,109.99,60.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.486591971225
16:9,,350.0,Yes,,"DC 120,000,000:1 (1000:1)",,,,,,16700000,1,2,No,Monitor,Yes,/product/rY98TW/viewsonic-monitor-xg2401,ViewSonic,,,"ViewSonic XG2401 23.6"" 1920x1080 144Hz Monitor",XG2401,"[259.99, 259.99, 259.99, 283.33, 294.51]","{u'amazon': 259.99, u'newegg': 259.99, u'bestbuy': 259.99, u'jet': 294.51, u'bhphotovideo': 283.33}",1920 x 1080,144Hz,1 ms,,23.6,Yes,,,170° H x 160° V,Yes,23.6,1.0,271.562,144.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,1.14107029928
16:9,,300.0,No,,,,,1,,,,,1,No,Monitor,Yes,/product/sZJkcf/acer-gn276hl-bid-270-144hz-monitor-gn276hl-bid,Acer,,,"Acer GN276HL bid 27.0"" 1920x1080 144Hz Monitor",GN276HL bid,"[259.99, 279.99]","{u'amazon': 259.99, u'bestbuy': 279.99}",1920 x 1080,144Hz,1 ms,,27,,,1,170° H x 160° V,Yes,27.0,1.0,269.99,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.866737444749
16:9,,250.0,No,,"DCR 2,000,000 (1,000:1)",,,,,,16770000,2,2,Yes,Monitor,Yes,/product/mJsKHx/dell-monitor-u2414h,Dell,,,"Dell U2414H 23.8"" 1920x1080 60Hz Monitor",U2414H<br/>(or) 462-3771,[228.5],{u'amazon': 228.5},1920 x 1080,60Hz,8 ms,,23.8,,,,178° H x 178° V,Yes,23.8,8.0,228.5,60.0,"(16.0, 9.0)",242.039643917,"[20.7434977836, 11.6682175033]",20.7434977836,11.6682175033,0.944060222128
16:9,,350.0,No,,"80,000,000:1",,,1,,,16700000,1,1,No,Monitor,Yes,/product/6RJkcf/aoc-monitor-q2778vqe,AOC,,,"AOC Q2778VQE 27.0"" 2560x1440 60Hz Monitor",Q2778VQE,"[284.98, 289.99, 279.0, 299.0, 299.99, 288.99]","{u'directron': 284.98, u'bestbuy': 299.99, u'bhphotovideo': 299.0, u'amazon': 279.0, u'newegg': 289.99, u'pcmall': 288.99}",2560 x 1440,60Hz,1 ms,,27,,,1,170° H x 160° V,Yes,27.0,1.0,290.325,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.932018032693
16:9,,250.0,No,,"50,000,000:1",,,1,,,16700000,,1,No,Monitor,Yes,/product/GGCwrH/asus-monitor-vs238hp,Asus,,,"Asus VS238H-P 23.0"" 1920x1080 Monitor",VS238H-P,"[127.99, 128.99, 128.99, 128.99, 129.99, 128.0, 132.99]","{u'jet': 128.99, u'bestbuy': 128.99, u'superbiiz': 127.99, u'bhphotovideo': 128.99, u'amazon': 128.0, u'newegg': 129.99, u'pcmall': 132.99}",1920 x 1080,,2 ms,,23,,,1,170° H x 160° V,Yes,23.0,2.0,129.42,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.572549621928
16:9,,200.0,No,,"100,000,000:1",,,1,,,16700000,,,No,Monitor,Yes,/product/prx9TW/acer-monitor-umwv6aab01,Acer,,,"Acer UM.WV6AA.B01 21.5"" 1920x1080 60Hz Monitor",UM.WV6AA.B01,"[89.99, 89.99, 97.95, 97.95, 99.89, 89.99, 107.99]","{u'directron': 97.95, u'superbiiz': 107.99, u'bhphotovideo': 97.95, u'outletpc': 99.89, u'amazon': 89.99, u'newegg': 89.99, u'pcmall': 89.99}",1920 x 1080,60Hz,5 ms,,21.5,,,1,,Yes,21.5,5.0,96.25,60.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.487294183042
16:9,,300.0,Yes,,"50,000,000:1",,,1,,,16700000,,1,No,Monitor,Yes,/product/cZwqqs/asus-vg278hv-270-144hz-monitor-vg278hv,Asus,,,"Asus VG278HV 27.0"" 1920x1080 144Hz Monitor",VG278HV,"[329.99, 329.99, 329.99, 329.99]","{u'amazon': 329.99, u'newegg': 329.99, u'bestbuy': 329.99, u'bhphotovideo': 329.99}",1920 x 1080,144Hz,1 ms,,27,,,1,170° H x 160° V,Yes,27.0,1.0,329.99,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.05935289971
21:9,,300.0,Yes,,,Yes,Yes,,,,,1,1,Yes,Monitor,Yes,/product/vhkwrH/asus-monitor-rogswiftpg348q,Asus,,,"Asus ROG SWIFT PG348Q 34.0"" 3440x1440 100Hz Monitor",ROG SWIFT PG348Q<br/>(or) PG348Q,"[1099.0, 1199.99, 1299.0, 1299.0, 1299.99, 1299.99, 1329.99]","{u'ncixus': 1299.99, u'neweggmkt': 1329.99, u'bestbuy': 1299.99, u'superbiiz': 1299.0, u'bhphotovideo': 1299.0, u'amazon': 1099.0, u'newegg': 1199.99}",3440 x 1440,100Hz,5 ms,,34,,Yes,,178° H x 178° V,Yes,34.0,5.0,1260.99428571,100.0,"(21.0, 9.0)",418.551724138,"[31.2509310206, 13.3932561517]",31.2509310206,13.3932561517,3.01275616129
